metric,analysis,n_SAD,n_HC,mean_SAD,mean_HC,diff_SAD_minus_HC,cohens_d_SAD_minus_HC,hedges_g_SAD_minus_HC,rank_biserial_SAD_vs_HC,t,p,scalar_auc_abs_direction,phase,feature_space,roi_name,all_subjects_adjusted_group_beta,all_subjects_adjusted_group_p,all_subjects_adjusted_model_n,q_within_phase_feature,rank_score,profile,profile_order,metric_family,interpretation,direction_summary,passes_nominal_p05,passes_family_q05
Neural_PrototypeEvidenceEntropy,placebo_SAD_vs_HC,22,28,0.8964430996848475,0.9566050167306323,-0.060161917045784774,-0.6247260490101061,-0.6149135979785337,-0.3116883116883117,-1.9874361183791551,0.05806443358877549,0.6558441558441559,phase3_reinstatement,phase3_reinst_roi_by_roi,right_insula,-0.060158494155095124,0.007070791045628699,100,0.9904773436719106,2.8844444444444446,Q4_precision_dispersion,4,representational_certainty,Mean binary entropy of safety and threat prototype evidence; lower values indicate more certain evidence.,SAD lower than HC,False,False
Neural_PrototypeEvidenceEntropy,placebo_SAD_vs_HC,22,28,0.9239360396575141,0.9566062896999575,-0.032670250042443394,-0.5885155969509855,-0.5792718964753156,-0.3344155844155845,-1.9543535330228017,0.05916046976519108,0.6672077922077922,phase3_reinstatement,phase3_reinst_roi_by_roi,amygdala,-0.038004993527876486,0.03454226658664418,100,0.8597654885840935,2.8838518518518517,Q4_precision_dispersion,4,representational_certainty,Mean binary entropy of safety and threat prototype evidence; lower values indicate more certain evidence.,SAD lower than HC,False,False
Neural_CorrTriangleAngle_Background,placebo_SAD_vs_HC,22,28,62.82828566425389,43.32911172825822,19.49917393599567,0.7015087866067158,0.6904903239898564,0.275974025974026,2.3290975031206034,0.0261207485945053,0.637987012987013,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,18.81052992370315,0.015809980855918095,100,0.33956973172856886,2.883259259259259,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_CV_VicariousDiscrimination,placebo_SAD_vs_HC,22,28,-0.0002492305035883975,-0.016719505317687722,0.016470274814099326,0.5319795309785396,0.5236238315390861,0.38636363636363646,1.9490070352774045,0.05723100219875693,0.6931818181818182,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,0.014993521790619378,0.08542594480132075,100,0.5220593576513074,2.8823703703703707,Q1_geometry_topology,1,split_half_geometry,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_RawNorm_ThreatMinusBackground,placebo_SAD_vs_HC,23,28,-6.459122367527174,290.80068751743863,-297.2598098849658,-0.5199935897919137,-0.5119936884104996,-0.40993788819875776,-2.0001416032303783,0.05344164473927415,0.7049689440993789,phase2_extinction,phase2_ext_roi_by_roi,right_insula,-291.1407819723999,0.024202686350384375,102,0.41712503081170865,2.8820740740740742,Q5_activation_magnitude_secondary,5,raw_pattern_norm,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Euclid_TriangleAngle_Safety,placebo_SAD_vs_HC,23,28,58.48803091410552,64.55733660270054,-6.069305688595023,-0.5694616103039521,-0.5607006624531221,-0.33229813664596275,-1.9830696028184243,0.053878982931029176,0.6661490683229814,phase2_extinction,phase2_ext_roi_by_roi,left_hippocampus,-6.854044111707526,0.023333267441878802,102,0.45216160947029543,2.881333333333333,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_ThreatAxisSeparation,placebo_SAD_vs_HC,22,28,0.5250478293532101,0.3972991459570024,0.12774868339620776,0.6583588062988143,0.6480180920637544,0.27922077922077926,2.280918374609489,0.02760015154247015,0.6396103896103896,phase3_reinstatement,phase3_reinst_roi_by_roi,acc,0.12128035183460574,0.037292891782648385,100,0.7981853551364474,2.880888888888889,Q1_geometry_topology,1,axis_projection_geometry,How far safety sits away from the threat end of the background-to-threat axis.,SAD higher than HC,True,False
Neural_Safety_ThreatAxisProjection,placebo_SAD_vs_HC,22,28,0.47495217064678985,0.6027008540429976,-0.1277486833962077,-0.658358806298814,-0.6480180920637542,-0.27922077922077926,-2.280918374609488,0.027600151542470214,0.6396103896103896,phase3_reinstatement,phase3_reinst_roi_by_roi,acc,-0.12128035183460567,0.03729289178264845,100,0.7981853551364474,2.8802962962962964,Q1_geometry_topology,1,axis_projection_geometry,Projection of safety onto the background-to-threat axis; higher values mean safety is more threat-like.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_CSR_Projection,placebo_SAD_vs_HC,22,28,-0.022388032105557735,0.039185592273168035,-0.061573624378725766,-0.6932101259604777,-0.6823220087987948,-0.26948051948051943,-2.404114835810708,0.02059865117893643,0.6347402597402597,phase3_reinstatement,phase3_reinst_roi_by_roi,insula,-0.0649651588483681,0.017449939624607443,100,0.5355649306523471,2.8791111111111114,Q6_shock_anchor_secondary,6,residualized_shock_axis,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Threat_Volatility,placebo_SAD_vs_HC,23,28,0.26146783497125503,0.35307449207994795,-0.09160665710869292,-0.5838356784746007,-0.574853591113453,-0.2857142857142858,-2.1655478809729196,0.03553906430679062,0.6428571428571429,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.09942864763075429,0.012565134179408643,102,0.49113887541920626,2.875111111111111,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in threat evidence.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_CSR_Projection,placebo_SAD_vs_HC,22,28,0.005757215229453156,0.05688604592150627,-0.051128830692053116,-0.5668142115264125,-0.5579113705076731,-0.35064935064935066,-1.9086477092586787,0.06425345940323783,0.6753246753246753,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,-0.05245488047246975,0.0453488236391073,100,0.5220593576513074,2.874222222222222,Q6_shock_anchor_secondary,6,residualized_shock_axis,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_ThreatTriangleOpenness,placebo_SAD_vs_HC,23,28,-0.04491912407457612,0.14427680948777585,-0.18919593356235198,-0.5676519286376082,-0.5589188220431834,-0.3074534161490683,-1.9943382487950108,0.05224613627703986,0.6537267080745341,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.21084107031162164,0.008519889266336024,102,0.49113887541920626,2.872592592592593,Q1_geometry_topology,1,geometry_triangle,Whether threat is farther from background than safety is; positive values indicate an open threat-safety-background geometry.,SAD lower than HC,False,False
Neural_Safety_Differentiation,placebo_SAD_vs_HC,23,28,-0.04491912407457612,0.14427680948777585,-0.18919593356235198,-0.5676519286376082,-0.5589188220431834,-0.3074534161490683,-1.9943382487950108,0.05224613627703986,0.6537267080745341,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.21084107031162164,0.008519889266336024,102,0.49113887541920626,2.872592592592593,Q1_geometry_topology,1,other,Threat-background minus safety-background distance; positive values indicate threat is more differentiated from CS- than safety is.,SAD lower than HC,False,False
Neural_DynamicDiscrimination_EarlyLate_Change,placebo_SAD_vs_HC,22,28,-0.20669274607195723,-0.021929724312930683,-0.18476302175902654,-0.553922968098348,-0.5452226073428765,-0.33766233766233766,-1.9530757567571226,0.05691352280491903,0.6688311688311688,phase3_reinstatement,phase3_reinst_roi_by_roi,right_amygdala,-0.1821533201095909,0.058959369520965546,100,0.8547539059142841,2.872148148148148,Q3_learning_dynamics,3,early_late_change,Late-minus-early change in threat-vs-safety evidence separation.,SAD lower than HC,False,False
Neural_ThreatToBackgroundDistanceRatio,placebo_SAD_vs_HC,23,28,0.9896682885557082,1.1464346522853333,-0.15676636372962505,-0.5559552472947344,-0.5474020896440462,-0.30434782608695654,-2.043332571518622,0.04653223234737065,0.6521739130434783,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.17279169193821778,0.007042502773097616,102,0.49113887541920626,2.8680000000000003,Q1_geometry_topology,1,normalized_geometry_ratio,Ratio of threat-background distance to safety-background distance.,SAD lower than HC,True,False
Neural_Euclid_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,23,28,0.009978439938344155,0.11534753177171228,-0.10536909183336812,-0.5513541458027811,-0.5428717743288922,-0.31055900621118004,-2.0136325054943787,0.049591630707545284,0.65527950310559,phase2_extinction,phase2_ext_roi_by_roi,right_acc,-0.10743395835378886,0.04811510177948083,102,0.39116099614842986,2.867111111111111,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_Euclid_ThreatTriangleOpenness_Normalized,placebo_SAD_vs_HC,22,28,0.03570744453825101,-0.021099185244796103,0.05680662978304711,0.5427914301205566,0.5342659102757311,0.41233766233766245,1.8391557171883852,0.07378112975076218,0.7061688311688312,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.05361803985507768,0.07693577749530676,100,0.5178403952905295,2.867111111111111,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,placebo_SAD_vs_HC,22,28,-0.04160648804349023,0.01783235756470498,-0.05943884560819521,-0.5508716969776525,-0.5422192619465899,-0.34090909090909105,-1.9237533862655785,0.06082196898104681,0.6704545454545455,phase3_reinstatement,phase3_reinst_roi_by_roi,vmpfc,-0.055106537925886136,0.16654671735218285,100,0.9836574916130263,2.866814814814815,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,False,False
Neural_ThreatTriangleOpenness_Normalized,placebo_SAD_vs_HC,23,28,-0.019697348992827324,0.05192327776865295,-0.07162062676148027,-0.5679331204621998,-0.5591956878397044,-0.30434782608695654,-1.9825654091902365,0.053835031052349665,0.6521739130434783,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.07966964886033369,0.007106570579623405,102,0.49113887541920626,2.8662222222222224,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Threat_Safety_Distance,placebo_SAD_vs_HC,23,28,-0.019697348992827324,0.05192327776865295,-0.07162062676148027,-0.5679331204621998,-0.5591956878397044,-0.30434782608695654,-1.9825654091902365,0.053835031052349665,0.6521739130434783,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.07966964886033369,0.007106570579623405,102,0.49113887541920626,2.8662222222222224,Q1_geometry_topology,1,other,"Normalized threat-background minus safety-background distance; positive values indicate threat is more differentiated from CS- than safety is, scaled by the total CS-anchored distance.",SAD lower than HC,False,False
Neural_ResidualizedShockAxis_DiscriminationAUC,placebo_SAD_vs_HC,22,28,-0.04160648804349022,0.017832357564704953,-0.05943884560819518,-0.5508716969776523,-0.5422192619465896,-0.34090909090909105,-1.9237533862655773,0.06082196898104697,0.6704545454545455,phase3_reinstatement,phase3_reinst_roi_by_roi,vmpfc,-0.055106537925886115,0.16654671735218285,100,0.9836574916130263,2.866222222222222,Q6_shock_anchor_secondary,6,residualized_shock_axis,Mean trialwise residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,False,False
Neural_SafetyVsBackgroundDispersion,placebo_SAD_vs_HC,23,28,0.02958977338923068,-0.006534290514762536,0.03612406390399321,0.5868932014176206,0.5778640752419649,0.2857142857142858,2.046326931728056,0.046922945586005856,0.6428571428571429,phase2_extinction,phase2_ext_roi_by_roi,vmpfc,0.03714708420707286,0.06557778949414782,102,0.6461432833454224,2.865925925925926,Q4_precision_dispersion,4,within_cue_dispersion,Whether safety patterns are more variable around their prototype than background patterns.,SAD higher than HC,True,False
Neural_Euclid_ThreatToSafetyDistanceRatio,placebo_SAD_vs_HC,22,28,1.039704219129762,0.914838836987367,0.12486538214239506,0.6107724493799613,0.6011791648347263,0.27922077922077926,2.1278391412143414,0.039008071722527383,0.6396103896103896,phase3_reinstatement,phase3_reinst_roi_by_roi,acc,0.11102956569695857,0.08370948926164654,100,0.7981853551364474,2.8654814814814813,Q1_geometry_topology,1,normalized_geometry_ratio,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_DynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,22,28,-0.23452785290927955,0.10074539173156527,-0.33527324464084485,-0.5700637315404422,-0.5611098509403306,-0.30519480519480524,-1.9417693061878638,0.059429303938866605,0.6525974025974026,phase3_reinstatement,phase3_reinst_roi_by_roi,right_acc,-0.3569265094313221,0.056730397374584046,100,0.8788078025527811,2.8614814814814817,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_TrialwiseEvidenceCertainty,placebo_SAD_vs_HC,23,28,0.2888950937294718,0.3203501147666486,-0.03145502103717679,-0.5562686444092579,-0.5477106652645002,-0.3012422360248448,-2.011819005015077,0.04975746253543916,0.6506211180124224,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.03743043007706847,0.01659565205289934,102,0.49113887541920626,2.8613333333333335,Q4_precision_dispersion,4,representational_certainty,Mean absolute trialwise distance from the safety/threat decision boundary.,SAD lower than HC,True,False
Neural_Euclid_VicariousDiscrimination,placebo_SAD_vs_HC,22,28,0.003252022810368009,-0.004882778709619186,0.008134801519987196,0.5154053454502152,0.507309973532149,0.3798701298701299,1.9223106864116133,0.06096987604472795,0.689935064935065,phase3_reinstatement,phase3_reinst_roi_by_roi,left_hippocampus,0.007120963524495751,0.06183023412052486,100,0.7754854102526821,2.859851851851852,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_Threat_Volatility,placebo_SAD_vs_HC,23,28,0.29430382015043854,0.38529707363806237,-0.09099325348762383,-0.5662144406330963,-0.5575034492387411,-0.28260869565217384,-2.1201915659223616,0.03970414742611883,0.6413043478260869,phase2_extinction,phase2_ext_roi_by_roi,left_insula,-0.09724715645437149,0.019585287580129795,102,0.7633561605067554,2.858962962962963,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in threat evidence.,SAD lower than HC,True,False
Neural_ThreatToBackgroundDistanceRatio,placebo_SAD_vs_HC,22,28,1.203325863542658,0.9584351206028393,0.24489074293981872,0.5519668917792734,0.5432972547356199,0.34090909090909083,1.8921369922622047,0.06565697805339475,0.6704545454545454,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.236650335749227,0.07521984648670926,100,0.34497447092362277,2.8576296296296295,Q1_geometry_topology,1,normalized_geometry_ratio,Ratio of threat-background distance to safety-background distance.,SAD higher than HC,False,False
Neural_ResidualizedShockAxis_CSR_Cosine,placebo_SAD_vs_HC,22,28,0.010911417532120727,0.07919457243288489,-0.06828315490076416,-0.5601150340929809,-0.551317415756442,-0.35064935064935066,-1.8304681286010243,0.07724889554880543,0.6753246753246753,phase3_reinstatement,phase3_reinst_roi_by_roi,left_acc,-0.07208227517341541,0.03744872631089039,100,0.5579086900747059,2.8573333333333335,Q6_shock_anchor_secondary,6,residualized_shock_axis,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Dist_Threat_Background,placebo_SAD_vs_HC,23,28,1.4507851574831547,1.5531382021235978,-0.10235304464044304,-0.5722889255197835,-0.5634844805117869,-0.3012422360248447,-1.9394358692901172,0.06068428710718412,0.6506211180124224,phase2_extinction,phase2_ext_roi_by_roi,left_hippocampus,-0.11659518690662012,0.01258992819193407,102,0.45216160947029543,2.8557037037037034,Q1_geometry_topology,1,pairwise_geometry,Pattern distance between reinforced/threat cue and background cue.,SAD lower than HC,False,False
Neural_ResidualizedShockAxis_DiscriminationAUC,placebo_SAD_vs_HC,22,28,-0.03579258448046538,0.004442453846685594,-0.040235038327150974,-0.5635047861045218,-0.5546539255897911,-0.2857142857142857,-2.044479281836332,0.0464171002815281,0.6428571428571428,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.038772227888171744,0.10341218432177499,100,0.7069509039822284,2.854814814814815,Q6_shock_anchor_secondary,6,residualized_shock_axis,Mean trialwise residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,True,False
Neural_ResidualizedShockAxis_CSRMinusCSS_Projection,placebo_SAD_vs_HC,22,28,-0.03579258448046538,0.004442453846685604,-0.04023503832715098,-0.5635047861045218,-0.5546539255897911,-0.2857142857142857,-2.044479281836332,0.046417100281528116,0.6428571428571428,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.03877222788817175,0.10341218432177485,100,0.7069509039822284,2.854814814814815,Q6_shock_anchor_secondary,6,residualized_shock_axis,Global-amplitude-residualized projection contrast along each subject's SHOCK-minus-CS- axis.,SAD lower than HC,True,False
Neural_Euclid_TriangleAngle_Background,placebo_SAD_vs_HC,22,28,64.55671079499054,55.947348928228315,8.609361866762221,0.5743950550006878,0.5653731431420382,0.28246753246753253,2.0464730527362542,0.0462929849404969,0.6412337662337663,phase3_reinstatement,phase3_reinst_roi_by_roi,right_amygdala,8.202676489558232,0.08990251405940843,100,0.8547539059142841,2.8545185185185185,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_ThreatAxisSeparation,placebo_SAD_vs_HC,23,28,0.5069837355184753,0.5945750849884247,-0.0875913494699494,-0.5371879742778528,-0.5289235439043474,-0.313664596273292,-1.9689902119695404,0.0547013761050923,0.656832298136646,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.08026440736455286,0.11348005103320352,102,0.4445797101237218,2.853037037037037,Q1_geometry_topology,1,axis_projection_geometry,How far safety sits away from the threat end of the background-to-threat axis.,SAD lower than HC,False,False
Neural_Safety_ThreatAxisProjection,placebo_SAD_vs_HC,23,28,0.4930162644815247,0.4054249150115753,0.0875913494699494,0.5371879742778528,0.5289235439043474,0.3136645962732918,1.9689902119695404,0.054701376105092285,0.6568322981366459,phase2_extinction,phase2_ext_roi_by_roi,acc,0.080264407364553,0.11348005103320283,102,0.4445797101237218,2.852592592592593,Q1_geometry_topology,1,axis_projection_geometry,Projection of safety onto the background-to-threat axis; higher values mean safety is more threat-like.,SAD higher than HC,False,False
Neural_Euclid_TriangleAngle_Threat,placebo_SAD_vs_HC,23,28,59.37256964734416,53.54955867791098,5.823010969433177,0.5532574606961277,0.5447458074546488,0.29503105590062106,2.010725316518688,0.049878376838596146,0.6475155279503105,phase2_extinction,phase2_ext_roi_by_roi,acc,5.877910213321307,0.0716265835253057,102,0.4445797101237218,2.8522962962962963,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,True,False
Neural_Euclid_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,22,28,0.06548985997829317,-0.04441098934146528,0.10990084931975844,0.5338372753814494,0.5254523967105367,0.3603896103896105,1.8420377564924544,0.07256167146929221,0.6801948051948052,phase3_reinstatement,phase3_reinst_roi_by_roi,left_hippocampus,0.10187379297944033,0.08139590213313758,100,0.7754854102526821,2.850814814814815,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,22,28,0.10473348596255913,-0.07764223975153983,0.18237572571409896,0.5645050920027069,0.55563851987701,0.2889610389610391,1.9707453116123133,0.05502618354660521,0.6444805194805195,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.17149316703948642,0.049552489385793375,100,0.5178403952905295,2.8505185185185185,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_Euclid_VicariousDiscrimination,placebo_SAD_vs_HC,23,28,0.005451976221297788,0.059010133254033516,-0.053558157032735726,-0.5408368077601953,-0.5325162414869615,-0.30434782608695643,-1.977529636006982,0.053668281651925595,0.6521739130434783,phase2_extinction,phase2_ext_roi_by_roi,right_acc,-0.054592048883147434,0.05799070063720567,102,0.39116099614842986,2.8493333333333335,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_PrototypeThreatLike_Threat,placebo_SAD_vs_HC,23,28,0.8075310329327287,0.8252980059140806,-0.01776697298135199,-0.5566316647271897,-0.5480681006544638,-0.33850931677018636,-1.8495156675389535,0.07456038146953026,0.6692546583850931,phase2_extinction,phase2_ext_roi_by_roi,hippocampus,-0.020278966133421162,0.010523957155887192,102,0.4950273673568848,2.8491851851851853,Q1_geometry_topology,1,other,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_PrototypeDynamicDiscrimination_InitialFinal_Change,placebo_SAD_vs_HC,22,28,-0.03082198197723648,0.010401271866568165,-0.041223253843804646,-0.5539561208611671,-0.5452552393816723,-0.2857142857142858,-2.015317168481232,0.04950642788212011,0.6428571428571429,phase3_reinstatement,phase3_reinst_roi_by_roi,left_vmpfc,-0.04298259264821877,0.06189585607496497,100,0.7069509039822284,2.848148148148148,Q3_learning_dynamics,3,initial_final_change,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_DynamicDiscrimination_Volatility,placebo_SAD_vs_HC,23,28,0.5913536793895797,0.6899924531789792,-0.09863877378939945,-0.538618768931531,-0.5303323263325844,-0.30434782608695654,-1.9766107275139262,0.053823819247654316,0.6521739130434783,phase2_extinction,phase2_ext_roi_by_roi,left_vmpfc,-0.09159185274518877,0.061614066113629615,102,0.6179820376791021,2.8475555555555556,Q3_learning_dynamics,3,trajectory_volatility,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Euclid_VicariousDiscrimination_Normalized,placebo_SAD_vs_HC,23,28,0.006855047878368504,0.10741676365260062,-0.10056171577423212,-0.5447102471594762,-0.5363300895108689,-0.2950310559006212,-1.988392062614771,0.052399811454692476,0.6475155279503106,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.102210359654809,0.06181409596196082,102,0.4445797101237218,2.8442962962962963,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Shock_Anchor_ThreatMinusSafety_Proximity,placebo_SAD_vs_HC,22,28,0.0004715171539583835,-0.003137002563292032,0.0036085197172504154,0.519058843867761,0.5109060871577962,0.3538961038961037,1.88079397322351,0.066076298160206,0.6769480519480519,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.003103054287353885,0.18035917537524612,100,0.34497447092362277,2.843851851851852,Q6_shock_anchor_secondary,6,shock_anchor_geometry,Shock-anchor proximity contrast; positive values mean CSR is closer to SHOCK than CSS is.,SAD higher than HC,False,False
Neural_Safety_ThreatAxisProjection,placebo_SAD_vs_HC,22,28,0.43833197280310343,0.545264679103375,-0.10693270630027152,-0.5269403589988257,-0.518663808857483,-0.3344155844155845,-1.9131090295148527,0.0617173657854983,0.6672077922077922,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,-0.10336189194724495,0.07877967009077803,100,0.5178403952905295,2.8435555555555556,Q1_geometry_topology,1,axis_projection_geometry,Projection of safety onto the background-to-threat axis; higher values mean safety is more threat-like.,SAD lower than HC,False,False
Neural_Euclid_TriangleAngle_Threat,placebo_SAD_vs_HC,23,28,59.13589756535164,53.28461796914786,5.851279596203781,0.532627868294391,0.5244335933975542,0.3074534161490683,1.9353519888568549,0.05873289127803558,0.6537267080745341,phase2_extinction,phase2_ext_roi_by_roi,right_acc,5.960092821351085,0.06738279783288699,102,0.39116099614842986,2.8426666666666667,Q1_geometry_topology,1,geometry_triangle,Derived FearNetwork profile metric.,SAD higher than HC,False,False
Neural_ThreatAxisSeparation,placebo_SAD_vs_HC,22,28,0.5616680271968966,0.4547353208966251,0.10693270630027146,0.5269403589988255,0.5186638088574828,0.3344155844155843,1.9131090295148516,0.061717365785498496,0.6672077922077921,phase3_reinstatement,phase3_reinst_roi_by_roi,hippocampus,0.10336189194724493,0.07877967009077803,100,0.5178403952905295,2.8423703703703707,Q1_geometry_topology,1,axis_projection_geometry,How far safety sits away from the threat end of the background-to-threat axis.,SAD higher than HC,False,False
Neural_RawNorm_ThreatMinusSafety,placebo_SAD_vs_HC,23,28,-94.96876592221467,351.5901532854353,-446.55891920765,-0.5959307575209275,-0.5867625920206055,-0.2577639751552795,-2.193622124332061,0.03316475113042849,0.6288819875776397,phase2_extinction,phase2_ext_roi_by_roi,insula,-485.8408544762926,0.0033155756550525763,102,0.6142082636701381,2.840888888888889,Q5_activation_magnitude_secondary,5,raw_pattern_norm,Derived FearNetwork profile metric.,SAD lower than HC,True,False
Neural_BoundaryCertainty,placebo_SAD_vs_HC,22,28,0.2592499607576001,0.18457537572254082,0.07467458503505928,0.5449823368773502,0.5364224048845123,0.3116883116883118,1.8972976751394144,0.06440512474837852,0.6558441558441559,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.08155464096784144,0.0464622155849866,100,0.34497447092362277,2.8402962962962963,Q4_precision_dispersion,4,representational_certainty,Absolute separation between prototype threat evidence for CSR and CSS.,SAD higher than HC,False,False
Neural_ThreatTriangleOpenness,placebo_SAD_vs_HC,22,28,0.0012280844966335756,-0.009307500845012143,0.010535585341645719,0.5186862753727445,0.5105393705239579,0.36038961038961026,1.8395891775270352,0.07217983026782573,0.6801948051948051,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.00920103895848029,0.17741246264458327,100,0.34497447092362277,2.8398518518518516,Q1_geometry_topology,1,geometry_triangle,Whether threat is farther from background than safety is; positive values indicate an open threat-safety-background geometry.,SAD higher than HC,False,False
Neural_Safety_Differentiation,placebo_SAD_vs_HC,22,28,0.0012280844966335756,-0.009307500845012143,0.010535585341645719,0.5186862753727445,0.5105393705239579,0.36038961038961026,1.8395891775270352,0.07217983026782573,0.6801948051948051,phase3_reinstatement,phase3_reinst_roi_by_roi,right_hippocampus,0.00920103895848029,0.17741246264458327,100,0.34497447092362277,2.8398518518518516,Q1_geometry_topology,1,other,Threat-background minus safety-background distance; positive values indicate threat is more differentiated from CS- than safety is.,SAD higher than HC,False,False
Neural_Safety_Volatility,placebo_SAD_vs_HC,23,28,0.2837357651411695,0.34617408072173056,-0.062438315580561066,-0.5339155074509665,-0.5257014227209517,-0.31987577639751563,-1.8994800999855204,0.06360860977662454,0.6599378881987579,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.07296062534289843,0.024849842499271316,102,0.4445797101237218,2.8382222222222224,Q3_learning_dynamics,3,trajectory_volatility,Trial-to-trial instability in safety evidence.,SAD lower than HC,False,False
Neural_ResidualizedShockAxis_Discrimination_Slope,placebo_SAD_vs_HC,22,28,-0.021924712284056094,0.0018907046836691892,-0.023815416967725284,-0.5564419720781065,-0.5477020458150996,-0.2987012987012987,-1.9044016563273658,0.06406428593095657,0.6493506493506493,phase3_reinstatement,phase3_reinst_roi_by_roi,left_insula,-0.023561693218168714,0.04929564876751885,100,0.9974119961998912,2.8362962962962963,Q6_shock_anchor_secondary,6,residualized_shock_axis,Trialwise change in residualized shock-axis contrast for CSR versus CSS.,SAD lower than HC,False,False
Neural_Euclid_VicariousDiscrimination,placebo_SAD_vs_HC,23,28,0.004005062074522713,0.055426471838574395,-0.051421409764051684,-0.5417073588747684,-0.5333733995074643,-0.2857142857142858,-1.981788792991297,0.053180359968848484,0.6428571428571429,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.05230552951013383,0.07441679071311323,102,0.4445797101237218,2.835111111111111,Q1_geometry_topology,1,composite_geometry,Derived FearNetwork profile metric.,SAD lower than HC,False,False
Neural_Euclid_ThreatToSafetyDistanceRatio,placebo_SAD_vs_HC,23,28,1.0257135486287074,1.1594579305909491,-0.1337443819622417,-0.5179635875077321,-0.5099949169306901,-0.33229813664596275,-1.9155789974558146,0.061529241810715715,0.6661490683229814,phase2_extinction,phase2_ext_roi_by_roi,acc,-0.13141285128578123,0.07854188130432083,102,0.4445797101237218,2.834814814814815,Q1_geometry_topology,1,normalized_geometry_ratio,Derived FearNetwork profile metric.,SAD lower than HC,False,False
